City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
105,Turukhansk,RU,2022-02-11 21:14:22,65.8167,87.9833,-20.06,88,11,5.21
106,Ryotsu,JP,2022-02-11 21:15:40,38.0833,138.4333,37.67,71,59,1.72
107,Narsaq,GL,2022-02-11 21:15:40,60.9167,-46.05,21.42,78,100,6.04
108,Salinopolis,BR,2022-02-11 21:15:41,-0.6136,-47.3561,79.74,86,100,9.57
109,Dikson,RU,2022-02-11 21:15:41,73.5069,80.5464,1.44,82,100,28.83
110,Anadyr,RU,2022-02-11 21:12:32,64.75,177.4833,-33.52,66,69,6.85
111,Half Moon Bay,US,2022-02-11 21:13:46,37.4636,-122.4286,80.49,43,0,4.61
112,Gat,IL,2022-02-11 21:15:42,31.61,34.7642,51.4,100,8,5.3
113,New Norfolk,AU,2022-02-11 21:12:33,-42.7826,147.0587,55.92,67,28,1.77
114,Tamandare,BR,2022-02-11 21:15:42,-8.7597,-35.1047,81.75,76,88,12.5
115,Boa Vista,BR,2022-02-11 21:15:42,2.8197,-60.6733,93.18,36,40,13.8
116,Port Elizabeth,ZA,2022-02-11 21:15:43,-33.918,25.5701,66.49,94,0,2.3
117,Bonthe,SL,2022-02-11 21:15:43,7.5264,-12.505,78.51,87,8,10.65
118,Yulara,AU,2022-02-11 21:15:43,-25.2406,130.9889,67.84,45,0,6.91
119,May Pen,JM,2022-02-11 21:15:44,17.9645,-77.2451,81.61,78,71,8.12
120,Kruisfontein,ZA,2022-02-11 21:15:44,-34.0033,24.7314,62.65,83,0,1.88
121,Dudinka,RU,2022-02-11 21:15:44,69.4058,86.1778,-9.04,86,100,15.7
122,Ballina,AU,2022-02-11 21:15:45,-28.8667,153.5667,68.77,93,92,13.73
123,Mayumba,GA,2022-02-11 21:15:45,-3.432,10.6554,77.54,90,7,4.59
124,Westport,US,2022-02-11 21:15:45,41.1415,-73.3579,55.74,50,0,13.8
125,Egvekinot,RU,2022-02-11 21:15:46,66.3167,-179.1667,-21.05,86,2,8.37
126,Cape Town,ZA,2022-02-11 21:15:46,-33.9258,18.4232,69.89,78,20,24.16
127,Jiayuguan,CN,2022-02-11 21:15:46,39.8167,98.3,20.68,66,73,5.48
128,Lorengau,PG,2022-02-11 21:15:47,-2.0226,147.2712,81.99,77,100,9.55
129,Iskar,BG,2022-02-11 21:15:47,43.45,24.2667,39.06,81,0,4.61
130,Tasiilaq,GL,2022-02-11 21:15:47,65.6145,-37.6368,14.16,64,100,5.32
131,Mizdah,LY,2022-02-11 21:15:48,31.4451,12.9801,51.33,51,81,7.2
132,Flin Flon,CA,2022-02-11 21:15:49,54.7682,-101.865,-9.56,49,20,4.61
133,Stuttgart,DE,2022-02-11 21:11:16,48.7823,9.177,37.45,94,40,1.14
134,San Quintin,MX,2022-02-11 21:15:49,30.4833,-115.95,72.63,25,0,8.23
135,Longyearbyen,SJ,2022-02-11 21:15:50,78.2186,15.6401,21.04,86,75,4.61
136,Husavik,IS,2022-02-11 21:15:50,66.0449,-17.3389,24.71,93,92,6.22
137,Igarka,RU,2022-02-11 21:16:50,67.4667,86.5833,-20.81,97,94,6.17
138,Kudahuvadhoo,MV,2022-02-11 21:16:51,2.6708,72.8944,81.36,66,42,1.39
139,Pimentel,PE,2022-02-11 21:16:51,-6.8367,-79.9342,80.89,50,0,18.41
140,Camacha,PT,2022-02-11 21:16:51,33.0833,-16.3333,61.56,82,75,14.97
141,Rosario,AR,2022-02-11 21:14:25,-32.9468,-60.6393,68.95,79,100,27.63
142,Mandalgovi,MN,2022-02-11 21:16:52,45.7625,106.2708,-6.27,75,40,5.19
143,Sitka,US,2022-02-11 21:16:52,57.0531,-135.33,44.49,76,100,10.36
144,Abensberg,DE,2022-02-11 21:16:53,48.8167,11.85,36.86,87,8,7.56
145,Ostrovnoy,RU,2022-02-11 21:14:01,68.0531,39.5131,20.23,94,100,9.55
146,Asau,RO,2022-02-11 21:15:07,46.4333,26.4,40.95,64,23,6.13
147,Meybod,IR,2022-02-11 21:16:53,32.2501,54.0166,53.62,29,16,11.18
148,Opotiki,NZ,2022-02-11 21:16:53,-38.0833,177.2833,76.39,99,100,8.05
149,Shimoda,JP,2022-02-11 21:16:54,34.6667,138.95,36.1,79,95,9.62
150,Bambous Virieux,MU,2022-02-11 21:16:54,-20.3428,57.7575,75.45,88,20,3.44
151,Darnah,LY,2022-02-11 21:16:54,32.767,22.6367,54.72,72,31,3.29
152,Manama,BH,2022-02-11 21:16:55,26.2154,50.5832,67.98,68,0,12.66
153,Bafq,IR,2022-02-11 21:16:55,31.6128,55.4107,53.1,24,0,2.35
154,Saint George,US,2022-02-11 21:14:32,37.1041,-113.5841,72.07,24,0,5.01
155,Lora Del Rio,ES,2022-02-11 21:16:56,37.659,-5.5275,58.8,57,6,3.09
156,Saldanha,ZA,2022-02-11 21:16:56,-33.0117,17.9442,65.12,90,0,18.41
157,Mastic Beach,US,2022-02-11 21:16:56,40.7668,-72.8521,53.46,73,0,14.97
158,Hamilton,US,2022-02-11 21:15:48,39.1834,-84.5333,58.71,48,100,12.66
159,Katherine,AU,2022-02-11 21:16:57,-14.4667,132.2667,79.12,89,100,9.22
160,Devils Lake,US,2022-02-11 21:16:57,48.1128,-98.8651,-3.89,72,0,24.16
161,Oistins,BB,2022-02-11 21:16:57,13.0667,-59.5333,80.69,61,40,24.16
162,Grand Baie,MU,2022-02-11 21:16:58,-20.0182,57.5802,75.67,81,70,1.01
163,Phan Thiet,VN,2022-02-11 21:16:58,10.9333,108.1,74.43,74,100,5.73
164,Sibolga,ID,2022-02-11 21:16:58,1.7427,98.7792,75.25,87,100,4.43
165,Nioki,CD,2022-02-11 21:16:59,-2.7167,17.6833,75.27,82,86,2.68
166,Upernavik,GL,2022-02-11 21:12:42,72.7868,-56.1549,-13.83,78,100,15.5
167,Nakamura,JP,2022-02-11 21:16:59,32.9833,132.9333,43.3,72,100,2.19
168,Shenjiamen,CN,2022-02-11 21:17:00,29.9576,122.298,46.72,91,100,15.41
169,Belaya Kholunitsa,RU,2022-02-11 21:17:00,58.84,50.8528,16.79,98,100,4.18
170,Tilichiki,RU,2022-02-11 21:15:25,60.4667,166.1,-18.62,87,5,9.08
171,Ponta Do Sol,PT,2022-02-11 21:12:07,32.6667,-17.1,65.03,70,11,5.01
172,La Romana,DO,2022-02-11 21:17:01,18.4273,-68.9728,80.96,78,40,8.05
173,Svetlogorsk,BY,2022-02-11 21:17:01,52.6333,29.7333,31.14,97,100,4.23
174,Bida,NG,2022-02-11 21:17:01,9.0833,6.0167,82.89,9,67,4.5
175,Kodiak,US,2022-02-11 21:17:02,57.79,-152.4072,38.71,93,100,3.44
176,Oktyabrskiy,RU,2022-02-11 21:17:02,54.4815,53.471,22.8,94,98,7.11
177,Puerto Escondido,MX,2022-02-11 21:17:02,15.85,-97.0667,86.83,66,40,12.66
178,Seoul,KR,2022-02-11 21:17:00,37.5683,126.9778,31.44,87,75,1.14
179,The Valley,AI,2022-02-11 21:13:24,18.217,-63.0578,80.74,65,20,16.11
180,Saint-Philippe,RE,2022-02-11 21:17:03,-21.3585,55.7679,74.79,72,32,7.38
181,Karratha,AU,2022-02-11 21:14:36,-20.7377,116.8463,84.69,71,12,4.65
182,Solnechnyy,RU,2022-02-11 21:18:04,50.7214,136.6319,8.2,95,100,4.97
183,Nome,US,2022-02-11 21:18:04,64.5011,-165.4064,-2.13,55,0,14.97
184,Kahului,US,2022-02-11 21:18:04,20.8947,-156.47,79.84,62,40,8.05
185,Sao Jose Da Coroa Grande,BR,2022-02-11 21:18:05,-8.8978,-35.1478,81.88,75,88,12.84
186,Flinders,AU,2022-02-11 21:18:05,-34.5833,150.8552,70.81,89,100,7.0
187,Hailey,US,2022-02-11 21:18:05,43.5196,-114.3153,31.86,71,0,10.36
188,Miandrivazo,MG,2022-02-11 21:18:06,-19.5167,45.4667,78.75,90,11,2.04
189,Mount Gambier,AU,2022-02-11 21:18:06,-37.8333,140.7667,53.76,84,0,7.23
190,Arganil,PT,2022-02-11 21:18:07,40.2183,-8.054,52.92,86,100,1.1
191,Bengkulu,ID,2022-02-11 21:18:07,-3.8004,102.2655,73.92,88,100,4.03
192,Sorong,ID,2022-02-11 21:18:07,-0.8833,131.25,77.9,81,95,4.92
193,Zhoucheng,CN,2022-02-11 21:18:08,35.9122,116.3117,36.09,63,21,4.56
194,Nakusp,CA,2022-02-11 21:18:08,50.2499,-117.8023,39.54,87,99,1.14
195,Walvis Bay,NA,2022-02-11 21:18:08,-22.9575,14.5053,71.1,78,30,4.61
196,Marawi,PH,2022-02-11 21:18:09,7.9986,124.2928,65.64,93,11,1.16
197,Pedra Branca,BR,2022-02-11 21:18:09,-5.4542,-39.7172,80.71,50,100,2.53
198,Otaru,JP,2022-02-11 21:18:10,43.1894,141.0022,16.03,84,100,4.63
199,Beringovskiy,RU,2022-02-11 21:18:10,63.05,179.3167,-28.1,96,38,9.04
200,Kropotkin,RU,2022-02-11 21:18:10,45.4375,40.5756,36.55,88,13,8.3
201,Kismayo,SO,2022-02-11 21:18:11,-0.3582,42.5454,77.13,80,18,16.89
202,Poum,NC,2022-02-11 21:18:11,-20.2333,164.0167,80.47,79,100,7.14
203,Pangody,RU,2022-02-11 21:18:11,65.85,74.4859,-4.23,80,24,15.3
204,Kurtalan,TR,2022-02-11 21:18:12,37.9272,41.7028,35.82,69,1,3.98
205,Bandarbeyla,SO,2022-02-11 21:15:40,9.4942,50.8122,74.86,62,78,18.75
206,Jieshi,CN,2022-02-11 21:18:12,22.8134,115.8257,63.95,88,36,8.34
207,Luderitz,NA,2022-02-11 21:18:13,-26.6481,15.1594,78.15,61,100,10.38
208,Bethel,US,2022-02-11 21:18:13,41.3712,-73.414,54.45,47,33,1.01
209,Sao Filipe,CV,2022-02-11 21:18:13,14.8961,-24.4956,78.57,53,33,15.55
210,Ierapetra,GR,2022-02-11 21:18:14,35.01,25.7353,57.15,64,0,7.61
211,Dingle,PH,2022-02-11 21:13:23,10.9995,122.6711,74.59,92,100,6.8
212,Champerico,GT,2022-02-11 21:18:14,14.3,-91.9167,91.94,60,2,12.97
213,Saskylakh,RU,2022-02-11 21:18:14,71.9167,114.0833,3.18,92,96,12.66
214,Amga,RU,2022-02-11 21:18:15,60.8953,131.9608,-33.79,100,84,1.34
215,Manono,CD,2022-02-11 21:18:15,-7.3,27.4167,68.63,96,79,1.01
216,Surt,LY,2022-02-11 21:18:16,31.2089,16.5887,57.61,69,100,5.73
217,Leningradskiy,RU,2022-02-11 21:18:16,69.3833,178.4167,-19.98,97,98,4.7
218,Raipur,IN,2022-02-11 21:14:10,21.2333,81.6333,58.42,36,52,4.36
219,Ahipara,NZ,2022-02-11 21:18:16,-35.1667,173.1667,75.88,91,96,15.95
220,Bonavista,CA,2022-02-11 21:18:17,48.6499,-53.1147,39.11,81,69,18.9
221,Kingman,US,2022-02-11 21:15:50,35.1894,-114.053,72.9,14,0,14.97
222,Warrnambool,AU,2022-02-11 21:18:17,-38.3833,142.4833,57.9,81,3,10.09
223,Thompson,CA,2022-02-11 21:18:18,55.7435,-97.8558,-11.04,53,0,9.22
224,Tshela,CD,2022-02-11 21:18:18,-4.9833,12.9333,73.27,92,84,0.6
225,Kigorobya,UG,2022-02-11 21:18:18,1.6162,31.3089,73.83,53,77,4.29
226,Hithadhoo,MV,2022-02-11 21:18:19,-0.6,73.0833,81.3,71,100,8.19
227,Bairnsdale,AU,2022-02-11 21:19:19,-37.8333,147.6167,64.71,96,89,1.01
228,Mokhsogollokh,RU,2022-02-11 21:19:19,61.4681,128.9203,-33.47,100,41,3.27
229,Teguise,ES,2022-02-11 21:19:20,29.0605,-13.564,62.82,42,0,8.05
230,Santo Antonio Do Amparo,BR,2022-02-11 21:19:20,-20.9464,-44.9189,66.52,91,99,4.27
231,Mahibadhoo,MV,2022-02-11 21:19:21,3.7833,72.9667,81.21,69,68,3.56
232,Scarborough,GB,2022-02-11 21:18:46,54.2797,-0.4044,41.07,84,99,5.99
233,Lazurne,UA,2022-02-11 21:19:21,46.084,32.5295,39.02,88,0,4.94
234,Cidreira,BR,2022-02-11 21:19:21,-30.1811,-50.2056,76.33,79,0,19.62
235,Turkistan,KZ,2022-02-11 21:19:22,43.0,68.0,35.55,98,100,12.28
236,Stabat,ID,2022-02-11 21:19:22,3.761,98.4513,75.4,93,100,2.3
237,Mansa,IN,2022-02-11 21:19:22,29.9833,75.3833,47.26,53,0,2.68
238,Port Pirie,AU,2022-02-11 21:19:23,-33.1833,138.0167,65.5,47,0,5.77
239,Lamu,KE,2022-02-11 21:19:23,-2.2717,40.902,79.02,85,39,11.9
240,Ilulissat,GL,2022-02-11 21:19:23,69.2167,-51.1,24.82,80,100,6.91
241,Svaty Jur,SK,2022-02-11 21:19:24,48.2522,17.2154,41.5,64,40,12.66
242,Khonsa,IN,2022-02-11 21:19:16,27.0167,95.5667,45.5,95,69,2.64
243,Hualmay,PE,2022-02-11 21:19:24,-11.0964,-77.6139,74.55,71,28,11.23
244,Vestmannaeyjar,IS,2022-02-11 21:19:25,63.4427,-20.2734,35.17,68,100,16.26
245,Pozoblanco,ES,2022-02-11 21:19:25,38.3791,-4.8483,45.18,66,5,3.0
246,Alexandria,EG,2022-02-11 21:19:17,31.2156,29.9553,54.9,72,0,5.5
247,Klaksvik,FO,2022-02-11 21:19:25,62.2266,-6.589,38.32,97,100,19.04
248,Pahrump,US,2022-02-11 21:19:26,36.2083,-115.9839,77.25,18,0,4.0
249,Alofi,NU,2022-02-11 21:19:26,-19.0595,-169.9187,84.09,70,2,17.27
250,Barcelos,PT,2022-02-11 21:18:38,41.5388,-8.6151,55.92,91,100,2.26
251,Asyut,EG,2022-02-11 21:19:26,27.181,31.1837,53.71,46,0,7.31
252,Turayf,SA,2022-02-11 21:19:27,31.6725,38.6637,39.45,81,0,6.91
253,College,US,2022-02-11 21:15:42,64.8569,-147.8028,4.23,75,75,6.91
254,Coihaique,CL,2022-02-11 21:19:27,-45.5752,-72.0662,67.95,40,0,8.05
255,Taree,AU,2022-02-11 21:19:28,-31.9,152.4667,67.1,84,99,7.58
256,Stepnyak,KZ,2022-02-11 21:19:28,52.8339,70.7803,-6.23,93,96,10.07
257,Pangnirtung,CA,2022-02-11 21:19:28,66.1451,-65.7125,3.2,51,100,6.91
258,Kirakira,SB,2022-02-11 21:19:29,-10.4544,161.9205,77.25,86,100,4.03
259,Hongjiang,CN,2022-02-11 21:19:29,27.11,109.9956,40.68,96,100,2.24
260,Haines Junction,CA,2022-02-11 21:19:29,60.7522,-137.5108,26.55,68,100,4.61
261,Marienburg,PL,2022-02-11 21:19:30,54.0359,19.0266,34.95,80,81,13.94
262,Bowen,AU,2022-02-11 21:14:53,-20.0167,148.2333,74.08,81,1,6.87
263,Jacqueville,CI,2022-02-11 21:19:30,5.2052,-4.4146,84.11,86,4,11.45
264,Ulladulla,AU,2022-02-11 21:19:30,-35.35,150.4667,61.77,88,96,10.78
265,Halifax,CA,2022-02-11 21:17:57,44.6453,-63.5724,44.65,72,20,11.5
266,Port-Gentil,GA,2022-02-11 21:19:31,-0.7193,8.7815,80.83,83,17,11.21
267,Port Macquarie,AU,2022-02-11 21:18:16,-31.4333,152.9167,68.9,80,99,16.98
268,Port Hueneme,US,2022-02-11 21:19:31,34.1478,-119.1951,91.87,25,0,9.22
269,Soe,ID,2022-02-11 21:19:32,-9.8607,124.284,66.07,96,99,1.95
270,Punta De Bombon,PE,2022-02-11 21:19:32,-17.1717,-71.7931,72.37,72,15,8.59
271,Nathdwara,IN,2022-02-11 21:19:33,24.9333,73.8167,53.56,38,0,1.79
272,Kaeo,NZ,2022-02-11 21:15:14,-35.1,173.7833,76.32,98,100,13.18
273,Moratuwa,LK,2022-02-11 21:20:33,6.773,79.8816,76.3,86,100,2.24
274,Sarakhs,IR,2022-02-11 21:20:33,36.5449,61.1577,48.34,71,100,2.3
275,Mackay,AU,2022-02-11 21:20:34,-21.15,149.2,74.68,69,43,9.08
276,Provideniya,RU,2022-02-11 21:20:34,64.3833,-173.3,-15.11,91,8,9.4
277,Catio,GW,2022-02-11 21:20:34,11.2833,-15.25,75.49,73,56,5.21
278,Jalu,LY,2022-02-11 21:20:35,29.0331,21.5482,54.23,51,0,6.87
279,Gubden,RU,2022-02-11 21:20:35,42.5681,47.5658,32.36,78,20,3.56
280,Cooma,AU,2022-02-11 21:20:35,-36.2333,149.1333,51.57,100,75,4.61
281,Viedma,AR,2022-02-11 21:20:36,-40.8135,-62.9967,70.72,18,15,8.19
282,San Pedro,PH,2022-02-11 21:20:36,14.35,121.0167,76.23,79,20,3.44
283,Mezen,RU,2022-02-11 21:20:37,65.8522,44.24,17.73,97,99,5.86
284,Honningsvag,NO,2022-02-11 21:20:37,70.9821,25.9704,29.73,93,75,3.44
285,Port Hardy,CA,2022-02-11 21:15:48,50.6996,-127.4199,44.76,81,75,3.44
286,Washougal,US,2022-02-11 21:20:38,45.5826,-122.3534,67.08,39,0,25.99
287,Karatau,KZ,2022-02-11 21:20:38,43.1667,70.4667,40.23,71,90,19.33
288,Balsas,BR,2022-02-11 21:20:38,-7.5325,-46.0356,79.11,80,81,2.53
289,Yafran,LY,2022-02-11 21:20:39,32.0633,12.5286,48.13,67,99,6.31
290,Jacareacanga,BR,2022-02-11 21:20:39,-6.2222,-57.7528,78.35,84,100,1.48
291,Tukrah,LY,2022-02-11 21:20:39,32.5341,20.5791,53.02,76,15,7.65
292,Zelenogradsk,RU,2022-02-11 21:20:40,54.9589,20.4767,35.65,80,40,15.66
293,Cabinda,AO,2022-02-11 21:20:40,-5.55,12.2,78.13,84,25,5.26
294,Kondopoga,RU,2022-02-11 21:20:40,62.2057,34.2614,26.28,93,99,8.37
